origin,mae,rmse,n,cov50,cov80,cov95,crps
2021-02-22,443.9131201503137,515.282759643415,48,0.375,0.6666666666666666,0.9583333333333334,295.36928828287927
2021-02-23,409.9086649063831,517.1869597759254,48,0.4166666666666667,0.8125,0.9166666666666666,283.40768743341056
2021-02-24,164.2422712784187,207.13320910634806,48,0.8125,1.0,1.0,140.01334407212238
2021-02-25,135.9278567243448,199.10391351047562,48,0.8541666666666666,0.9583333333333334,1.0,138.34995654750094
2021-02-26,270.70640551181134,371.0197562240786,48,0.6666666666666666,0.8333333333333334,1.0,206.40557234338658
2021-02-27,292.1933157574876,358.3070702384388,48,0.6041666666666666,0.8958333333333334,1.0,204.82555337330098
2021-02-28,425.9066244231306,538.759068301192,48,0.5,0.6666666666666666,0.875,307.7581568775103
2021-03-01,884.1204911853683,1150.2315164393494,48,0.22916666666666666,0.4583333333333333,0.5625,704.3420490828439
2021-03-02,726.621296549682,884.1072011622783,48,0.14583333333333334,0.4791666666666667,0.6458333333333334,539.0526718525172
2021-03-03,357.34145353396974,471.8129860628718,48,0.6041666666666666,0.7708333333333334,0.9583333333333334,250.17195218580386
2021-03-04,227.0981356808502,286.1614840181372,48,0.6041666666666666,0.9375,1.0,168.89536182187496
2021-03-05,261.8597567623073,355.6805600774672,48,0.625,0.9375,1.0,190.9790997182662
2021-03-06,352.47199560872355,428.76160261008266,48,0.4166666666666667,0.75,0.9791666666666666,244.57275508503957
2021-03-07,310.21708302244673,369.8919945310829,48,0.4791666666666667,0.8541666666666666,1.0,215.4063400567496
2021-03-08,689.9122604021431,957.0000429669037,48,0.4583333333333333,0.5,0.6041666666666666,552.8212290557149
2021-03-09,388.44343004949684,461.5940058152038,48,0.3333333333333333,0.8333333333333334,0.9791666666666666,253.02180484091448
2021-03-10,140.22523940479866,198.0767284622968,48,0.7708333333333334,0.9583333333333334,1.0,136.8175160441909
2021-03-11,226.89100622499018,315.09762768013803,48,0.6875,0.8333333333333334,1.0,180.47393624776612
2021-03-12,179.08102730080418,216.1535055187422,48,0.8333333333333334,1.0,1.0,138.6807429598238
2021-03-13,592.0380118943411,687.9831097973673,48,0.1875,0.4375,0.7708333333333334,417.3144995910623
2021-03-14,841.6325997254061,1003.1851007306632,48,0.22916666666666666,0.3333333333333333,0.4166666666666667,648.1867445323754
2021-03-15,417.6655889750463,534.3247412438744,48,0.4791666666666667,0.6041666666666666,0.9166666666666666,306.84930394843497
2021-03-16,237.63273611905947,272.79342239661554,48,0.6458333333333334,1.0,1.0,162.6973982742627
2021-03-17,159.96229258972363,228.8936130845518,48,0.7916666666666666,0.9166666666666666,1.0,144.84996416735586
2021-03-18,236.29503858826615,340.5138772128771,48,0.6666666666666666,0.8125,1.0,191.8270409901261
2021-03-19,146.24203048436132,178.70864406763303,48,0.8958333333333334,1.0,1.0,125.4525139677058
2021-03-20,223.09307326035128,310.51571739234873,48,0.6458333333333334,0.8958333333333334,0.9375,181.25572880800178
2021-03-21,182.26501390932972,233.18836437639374,48,0.7916666666666666,0.9583333333333334,1.0,144.99508314321307
2021-03-22,412.1003441357943,512.7152365533888,48,0.4166666666666667,0.6666666666666666,0.8958333333333334,296.8210295157403
2021-03-23,239.2731480844702,284.09000114026804,48,0.6458333333333334,1.0,1.0,169.4436769582818
2021-03-24,456.27567860907124,669.934974246349,48,0.5416666666666666,0.6666666666666666,0.75,371.1213754562228
2021-03-25,354.02625516916356,470.7061708824707,48,0.5208333333333334,0.75,0.8958333333333334,262.96059615647187
2021-03-26,424.35282960135675,559.8019639958663,48,0.5208333333333334,0.6666666666666666,0.8541666666666666,312.82566822113836
2021-03-27,424.3155638414096,540.0394099702277,48,0.4583333333333333,0.5833333333333334,0.8333333333333334,316.81170751234293
2021-03-28,478.2130305170495,555.4709920676181,48,0.4166666666666667,0.5833333333333334,0.8958333333333334,330.25480606953084
2021-03-29,205.80474898559757,297.8451044806502,48,0.7916666666666666,0.8958333333333334,0.9375,171.77221582953413
2021-03-30,139.85968179234558,163.47195169167458,48,0.875,1.0,1.0,125.36565730553632
2021-03-31,66.99041689016656,93.41694034450529,48,0.9791666666666666,1.0,1.0,107.19060060149991
2021-04-01,322.70575342798327,367.24990436594476,48,0.875,1.0,1.0,233.55461547665686
2021-04-02,629.522873355184,770.5894190669634,48,0.4791666666666667,0.625,0.875,460.9547040273467
2021-04-03,839.3656936498746,895.4589653096342,48,0.1875,0.5416666666666666,0.8958333333333334,550.8465292310844
2021-04-04,192.4226449592937,272.93835748293935,48,0.8125,1.0,1.0,218.76349363375425
2021-04-05,220.28002827959185,297.7779851648334,48,0.7708333333333334,0.9791666666666666,1.0,228.37831714975843
2021-04-06,664.0361418107551,829.1054320684716,48,0.5208333333333334,0.6666666666666666,0.9791666666666666,469.4725068384276
2021-04-07,933.5961605114227,1042.1077129636267,48,0.14583333333333334,0.5,0.9166666666666666,619.7425358415636
2021-04-08,449.3947793856821,545.9847399867657,48,0.5833333333333334,1.0,1.0,288.08063652359573
2021-04-09,431.5335208733025,543.8516547891122,48,0.625,1.0,1.0,287.6129463870092
2021-04-10,480.4732639110102,667.4790757465474,48,0.6041666666666666,0.8541666666666666,0.9583333333333334,366.9859297155286
2021-04-11,729.823855573094,934.9884891332196,48,0.4791666666666667,0.5833333333333334,0.8333333333333334,538.4985484177136
2021-04-12,305.71135294314894,393.39218492897356,48,0.6666666666666666,1.0,1.0,252.20965205509438
2021-04-13,529.8425434746689,596.6704919994462,48,0.4375,1.0,1.0,331.3147616973335
2021-04-14,360.3198973823135,430.91066478421095,48,0.7083333333333334,1.0,1.0,254.71828061520281
2021-04-15,110.14280357885464,136.41772508110625,48,1.0,1.0,1.0,179.42834175580825
2021-04-16,157.72973839410193,205.31032640204813,48,1.0,1.0,1.0,189.35279032057235
2021-04-17,414.21673070552976,538.3890910490719,48,0.6875,0.8541666666666666,1.0,305.35683489129343
2021-04-18,325.7049251266759,382.6682913721066,48,0.8125,1.0,1.0,239.02843131266127
2021-04-19,248.79413811054766,311.3079955316422,48,0.9166666666666666,0.9583333333333334,1.0,226.9128825828722
2021-04-20,245.08825849906023,293.72565097922893,48,0.9375,1.0,1.0,212.26048672890693
2021-04-21,218.7703916624373,290.7862641564958,48,0.9583333333333334,1.0,1.0,205.30401615083255
2021-04-22,234.59282030291544,284.9130015462726,48,0.9583333333333334,1.0,1.0,206.9343291361671
2021-04-23,281.66237823012824,337.921672658031,48,0.8333333333333334,1.0,1.0,225.72082627401667
2021-04-24,757.5685430543978,863.2658256434418,48,0.3333333333333333,0.6875,0.9166666666666666,502.37772336333074
2021-04-25,518.3349150958702,592.4397890683628,48,0.625,0.8541666666666666,1.0,339.9865027397897
2021-04-26,410.4065875205003,502.3899565974419,48,0.6458333333333334,0.8958333333333334,0.9791666666666666,301.652207891518
2021-04-27,450.4951643783232,510.5289698357132,48,0.5625,1.0,1.0,293.09464365953
2021-04-28,199.7648981057464,278.85657496387336,48,0.8541666666666666,1.0,1.0,210.184098531408
2021-04-29,145.45260905697566,179.4006538083834,48,0.9791666666666666,1.0,1.0,188.44169486231135
2021-04-30,158.88277527160935,196.5326363138485,48,1.0,1.0,1.0,189.15812103018342
2021-05-01,200.30920320325518,315.7334293072723,48,0.8333333333333334,0.8958333333333334,1.0,232.0016487766061
2021-05-02,220.11227603481544,274.10101991532196,48,0.875,1.0,1.0,212.81165273061663
2021-05-03,344.9332001041596,464.0733188852553,48,0.7291666666666666,0.875,0.9375,282.1429179084207
2021-05-04,894.3946403461123,1113.3710129734097,48,0.3541666666666667,0.6666666666666666,0.7916666666666666,632.8256006785824
2021-05-05,1089.5393308724072,1234.2904676505966,48,0.16666666666666666,0.375,0.75,750.7376917494909
2021-05-06,352.11962558509475,394.4285652936616,48,0.7916666666666666,1.0,1.0,245.41380284084445
2021-05-07,164.5715825934274,219.0914656161353,48,1.0,1.0,1.0,190.2485929462699
2021-05-08,545.172670106708,694.9259272898253,48,0.5416666666666666,0.6458333333333334,1.0,403.28874190746814
2021-05-09,452.222483241603,519.1402701388332,48,0.6041666666666666,0.875,1.0,305.2955604451733
2021-05-10,284.75864276758125,408.88724531193776,48,0.8333333333333334,0.9166666666666666,0.9583333333333334,262.7843115200155
2021-05-11,125.75342195107321,150.58341008721317,48,1.0,1.0,1.0,182.86717804182504
2021-05-12,166.6636009025906,212.2732535958959,48,0.9583333333333334,1.0,1.0,193.57227214748136
2021-05-13,590.5433750224305,685.4589138677612,48,0.5625,0.875,1.0,377.30975501425837
2021-05-14,337.7642296719307,402.9130779706541,48,0.625,1.0,1.0,254.32741975024274
2021-05-15,544.2263513082127,624.3137845327199,48,0.5416666666666666,0.7708333333333334,0.8958333333333334,384.4327714325888
2021-05-16,441.457081267964,518.4854169904422,48,0.6041666666666666,0.9583333333333334,1.0,296.98045635439985
2021-05-17,492.7837608512106,600.5649508798626,48,0.625,0.875,0.9166666666666666,347.20881892870483
2021-05-18,397.15953422866534,456.71320293804496,48,0.75,0.9375,1.0,269.1997160190969
2021-05-19,178.39992112773476,206.43649217325293,48,0.8958333333333334,1.0,1.0,195.35408166787508
2021-05-20,551.6028669861151,635.4363892181537,48,0.3541666666666667,1.0,1.0,340.15448708811033
2021-05-21,687.7298845003339,907.5340663692933,48,0.5416666666666666,0.7291666666666666,0.8541666666666666,490.9971331751337
2021-05-22,369.7173756062241,465.9364747681147,48,0.7291666666666666,0.9791666666666666,1.0,265.3360059918852
2021-05-23,728.5171850695706,798.0577443596248,48,0.22916666666666666,0.7916666666666666,0.8958333333333334,468.03319001156365
2021-05-24,751.7474507408418,897.1452623522878,48,0.3333333333333333,0.6666666666666666,0.875,523.5949544448437
2021-05-25,173.8743348695684,225.613464069506,48,0.9166666666666666,1.0,1.0,200.22113955684668
2021-05-26,539.498930253989,596.6770902152424,48,0.4166666666666667,0.9583333333333334,1.0,344.53121550644465
2021-05-27,335.8549370627067,416.80513905310465,48,0.6666666666666666,1.0,1.0,254.13390458462072
2021-05-28,230.82478473119195,270.6901856530624,48,0.875,1.0,1.0,208.8598836990427
2021-05-29,371.9456441575917,514.7625134381125,48,0.6666666666666666,0.8541666666666666,0.8958333333333334,319.87454189933806
2021-05-30,457.6417588009426,547.7208973310187,48,0.6666666666666666,0.9375,1.0,304.6915247551608
2021-05-31,677.4437656574959,812.035004024426,48,0.4791666666666667,0.8333333333333334,0.8958333333333334,458.3384464905328
2021-06-01,454.11257350968907,518.9582755988953,48,0.5625,0.9583333333333334,1.0,292.36722923070624
2021-06-02,297.4613226103251,335.3573840857855,48,0.875,1.0,1.0,222.90869832436167
2021-06-03,856.5126179759817,1242.986415069031,48,0.5833333333333334,0.6458333333333334,0.7291666666666666,681.916794448112
2021-06-04,1258.685468855193,1423.3789621467322,48,0.08333333333333333,0.22916666666666666,0.5833333333333334,897.6722300842971
2021-06-05,1275.421501615251,1515.17566228371,48,0.1875,0.3958333333333333,0.5208333333333334,981.5669864293917
2021-06-06,892.867870246741,990.172761632876,48,0.25,0.4583333333333333,0.7708333333333334,613.6507401277627
2021-06-07,290.75246270107584,481.17976882127255,48,0.8541666666666666,0.8958333333333334,0.9375,282.0600196433576
2021-06-08,784.36039243881,955.3281897274169,48,0.4166666666666667,0.6458333333333334,0.8958333333333334,535.527060684955
2021-06-09,993.7151544282366,1173.5498493105601,48,0.16666666666666666,0.5,0.9375,673.7717412120695
2021-06-10,1220.398681726769,1487.5763585265024,48,0.16666666666666666,0.4791666666666667,0.6875,901.3991396658316
2021-06-11,1539.6828165112868,1717.4521264130758,48,0.08333333333333333,0.125,0.2708333333333333,1164.9968733406747
2021-06-12,1122.901854626011,1333.1320222166826,48,0.16666666666666666,0.4791666666666667,0.5416666666666666,854.7995708716047
2021-06-13,990.983973150359,1180.3493516323902,48,0.3541666666666667,0.4375,0.6458333333333334,716.6572731768574
2021-06-14,1022.0845376218502,1119.96355928512,48,0.125,0.3125,0.9166666666666666,683.385558661108
2021-06-15,382.993895655459,579.2505206338254,48,0.7083333333333334,0.875,0.9166666666666666,330.54437130826665
2021-06-16,444.2920945858591,537.7357933417394,48,0.5833333333333334,0.9166666666666666,1.0,298.6134842626008
2021-06-17,508.8194873195853,586.6748181690726,48,0.4583333333333333,0.9583333333333334,1.0,318.555071248979
2021-06-18,343.06312068369783,383.4672958262257,48,0.7083333333333334,0.9791666666666666,1.0,244.62423900152376
2021-06-19,561.3690591655151,708.6611512159276,48,0.5625,0.8333333333333334,0.875,405.4974997820482
2021-06-20,627.3610876266529,759.4614839238793,48,0.4166666666666667,0.875,1.0,400.96029750674074
2021-06-21,783.2530043757088,926.3318798815344,48,0.20833333333333334,0.8125,0.875,529.8618740468623
2021-06-22,187.60078681266745,249.2372478485521,48,0.8958333333333334,1.0,1.0,200.58014198785952
2021-06-23,203.72685801692407,242.0468110663521,48,0.875,1.0,1.0,198.2962641887606
2021-06-24,316.72406232935595,417.9687333538128,48,0.8333333333333334,0.9375,1.0,250.506443954578
2021-06-25,401.68407650369,509.42048092950864,48,0.625,0.9166666666666666,1.0,293.1494656330448
2021-06-26,1096.408661516531,1231.1103419349984,48,0.125,0.4375,0.625,787.4680013511917
2021-06-27,905.9954842505313,1020.0472212049151,48,0.16666666666666666,0.5208333333333334,0.75,619.8534188557527
2021-06-28,462.93201409022475,531.2567679792988,48,0.4375,0.9375,1.0,310.6607798842127
2021-06-29,795.6027717196552,927.930142212569,48,0.3333333333333333,0.5833333333333334,0.8958333333333334,540.7061552167523
2021-06-30,152.26535135201493,201.6381180288367,48,1.0,1.0,1.0,182.87346074518032
2021-07-01,186.50448355160506,269.815084199677,48,0.7708333333333334,0.9583333333333334,1.0,156.11798086516558
2021-07-02,380.55677097567303,477.089483999516,48,0.4791666666666667,0.75,0.9375,263.68825812747497
2021-07-03,367.29984036585415,473.6042558052205,48,0.5833333333333334,0.6666666666666666,0.8958333333333334,265.89588073918645
2021-07-04,355.6919813298223,414.4186756930713,48,0.3541666666666667,0.7916666666666666,1.0,235.33825319227518
2021-07-05,366.5841852473479,489.0981934143234,48,0.5,0.75,0.8958333333333334,270.27224883541794
2021-07-06,531.6472482260762,603.8202182625065,48,0.2708333333333333,0.5208333333333334,0.8958333333333334,358.6339017078075
2021-07-07,179.20753621250594,224.6140720899014,48,0.75,1.0,1.0,141.89311233335437
2021-07-08,241.8796095298493,284.2111723092585,48,0.6041666666666666,0.9375,1.0,170.43458105703763
2021-07-09,763.1990597850481,1128.799964504274,48,0.4791666666666667,0.6041666666666666,0.6875,638.6901039714766
2021-07-10,398.1958806196372,568.9089196807857,48,0.6041666666666666,0.6875,0.7916666666666666,317.81801632212586
2021-07-11,739.6584319831372,903.0221759934018,48,0.25,0.4375,0.6458333333333334,562.8328237416803
2021-07-12,494.4769864666736,666.9111564089877,48,0.4791666666666667,0.7291666666666666,0.875,362.5775081359925
2021-07-13,152.1409316078428,205.2966407558398,48,0.7916666666666666,1.0,1.0,135.13602536109343
2021-07-14,788.8266950349707,1206.4914529625612,48,0.5208333333333334,0.6041666666666666,0.6875,677.7779076508972
2021-07-15,949.1079774757437,1134.96622783743,48,0.0625,0.3541666666666667,0.5208333333333334,745.1448580657776
2021-07-16,309.6916241412962,393.6551243504535,48,0.5416666666666666,0.8958333333333334,1.0,214.96697718128914
2021-07-17,477.6454661131538,579.1258642212352,48,0.3333333333333333,0.7083333333333334,0.8541666666666666,333.20086009583815
2021-07-18,749.5046426315145,833.9825057776967,48,0.041666666666666664,0.3125,0.625,543.9984791252059
2021-07-19,654.3368029618118,858.5664631785027,48,0.3541666666666667,0.5,0.625,518.9447748480412
2021-07-20,466.09988192311613,663.118589567821,48,0.4791666666666667,0.7708333333333334,0.8333333333333334,347.104437256251
2021-07-21,344.75452370002864,479.32335874036704,48,0.6041666666666666,0.8125,0.8958333333333334,253.50165108498447
2021-07-22,366.86556375492995,475.8264595618563,48,0.5208333333333334,0.75,0.8958333333333334,259.51442662175486
2021-07-23,488.624347480307,688.5456315421306,48,0.3958333333333333,0.7291666666666666,0.7916666666666666,373.2755454061653
2021-07-24,667.1874336292152,892.9585550264927,48,0.4583333333333333,0.5,0.5416666666666666,551.5219873690468
2021-07-25,272.9006723045947,348.7109083923159,48,0.625,0.875,0.9583333333333334,195.4136244994369
2021-07-26,517.82728982112,623.5711145851003,48,0.2708333333333333,0.5208333333333334,0.8333333333333334,365.88467186649905
2021-07-27,372.0133868505854,434.2802762023224,48,0.25,0.8541666666666666,0.9791666666666666,247.23229991781614
2021-07-28,289.9875412915401,396.4500262380021,48,0.6041666666666666,0.8333333333333334,0.9791666666666666,209.1671146665332
2021-07-29,398.13012337521405,526.6280797076066,48,0.5208333333333334,0.7291666666666666,0.8958333333333334,283.04123492891057
2021-07-30,245.3173767565685,296.2483003818753,48,0.6458333333333334,0.9375,1.0,173.86114814566903
2021-07-31,530.7108015246079,657.1854908207432,48,0.375,0.5625,0.7916666666666666,385.4014520296969
2021-08-01,383.81091234706474,476.0373043398344,48,0.5625,0.7083333333333334,0.8958333333333334,267.3133544292214
2021-08-02,335.9085565058364,560.7038748042645,48,0.625,0.8333333333333334,0.8541666666666666,286.6709173808999
2021-08-03,182.7126848167358,209.30046370043644,48,0.9166666666666666,1.0,1.0,140.1307849099617
2021-08-04,283.2921364089571,361.94049517714865,48,0.625,0.9166666666666666,1.0,198.543880774744
2021-08-05,386.3688865909301,442.6338952102749,48,0.3333333333333333,0.9166666666666666,1.0,252.63124289523898
2021-08-06,325.4016872618152,418.8409734106055,48,0.5833333333333334,0.8333333333333334,1.0,227.4278047168215
2021-08-07,333.9188877758939,404.2945886872815,48,0.5,0.875,1.0,227.15952002625832
2021-08-08,612.6123702117667,807.6547650130933,48,0.375,0.5833333333333334,0.7708333333333334,461.4601599001173
2021-08-09,352.8159575246303,474.2221939487334,48,0.5,0.8333333333333334,0.9166666666666666,263.0995745252398
2021-08-10,443.82119356575487,546.0374959455129,48,0.4166666666666667,0.7083333333333334,0.9375,306.2451091110442
2021-08-11,468.7379359344168,545.0595905602491,48,0.2916666666666667,0.75,1.0,309.0596917098908
2021-08-12,233.52519695460728,297.5797119232918,48,0.6458333333333334,1.0,1.0,170.22088991268086
2021-08-13,188.5982880342498,239.13901570327357,48,0.875,0.9583333333333334,1.0,150.52167448285226
2021-08-14,252.82246371509063,308.25859844949434,48,0.7708333333333334,0.8958333333333334,1.0,181.90845795371652
2021-08-15,473.6970472021096,527.564187270258,48,0.22916666666666666,0.6875,1.0,307.48694399427865
2021-08-16,281.71103728815905,389.0898517727634,48,0.625,0.875,0.9166666666666666,217.21709831693656
2021-08-17,185.64725668389534,242.08275020537468,48,0.8125,1.0,1.0,147.75690721154183
2021-08-18,162.97505515661405,202.6973339169569,48,0.8333333333333334,0.9375,1.0,143.663477925377
2021-08-19,181.982786823884,232.62369629814017,48,0.8125,1.0,1.0,145.4151680840009
2021-08-20,304.68815107146656,367.417516066743,48,0.5625,0.8958333333333334,1.0,204.77800789935
2021-08-21,292.137747615069,410.7790555973024,48,0.6875,0.7916666666666666,0.9166666666666666,228.01066642719013
2021-08-22,515.10614703789,632.5920641400356,48,0.4166666666666667,0.5625,0.875,363.14772823746824
2021-08-23,536.9638774627,718.4246543574862,48,0.375,0.6458333333333334,0.7916666666666666,403.68374294535835
2021-08-24,1761.2212307057198,2140.7552548723165,48,0.2708333333333333,0.2916666666666667,0.3125,1563.2858928018268
2021-08-25,676.2344251765794,815.9627942053869,48,0.2916666666666667,0.4375,0.5625,509.6078743132978
2021-08-26,680.5335087815563,909.7209280269308,48,0.4583333333333333,0.5833333333333334,0.625,534.2291286601877
2021-08-27,228.4132879304486,265.9702121297795,48,0.6458333333333334,1.0,1.0,161.83291229513
2021-08-28,245.97472385826018,328.44369822290315,48,0.7083333333333334,0.875,0.9583333333333334,188.78232470341118
2021-08-29,280.4630553581046,359.23923067532996,48,0.625,0.875,1.0,201.47485993742137
2021-08-30,412.9567483501457,511.3814301948084,48,0.5,0.7083333333333334,0.9166666666666666,289.2679701867649
2021-08-31,593.9213439101062,723.3585750580311,48,0.3333333333333333,0.4583333333333333,0.7916666666666666,431.1590209461236
2021-09-01,327.5320403441452,375.0543263910847,48,0.4791666666666667,0.9583333333333334,1.0,211.0445906136657
2021-09-02,202.37660244153895,281.64562026259483,48,0.7708333333333334,0.9166666666666666,1.0,168.36233086081123
2021-09-03,183.65896392834284,218.91757436797613,48,0.8958333333333334,1.0,1.0,146.46988169348447
2021-09-04,706.9976447581247,884.3431107060688,48,0.2708333333333333,0.5416666666666666,0.7291666666666666,529.9602722971239
2021-09-05,339.587851424189,386.5982282268735,48,0.4375,0.8125,1.0,229.45748409978387
2021-09-06,448.98032268293326,544.1474548901003,48,0.4375,0.6666666666666666,0.9375,312.2974175905038
2021-09-07,526.7585152945467,646.1224518509276,48,0.3958333333333333,0.5208333333333334,0.9375,373.78363457226914
2021-09-08,200.4030880119839,240.80415813824422,48,0.8333333333333334,1.0,1.0,151.1258930868168
2021-09-09,177.22992010488966,232.3532039599552,48,0.8541666666666666,1.0,1.0,146.7651177316732
2021-09-10,157.31375630719165,199.81283622310903,48,0.8958333333333334,1.0,1.0,138.9373387258559
2021-09-11,192.03022625506915,261.8218822817925,48,0.7916666666666666,0.9166666666666666,1.0,163.2844521125098
2021-09-12,187.96903094816653,229.5771233461241,48,0.8333333333333334,1.0,1.0,147.96492378974025
2021-09-13,675.8571182366098,771.6414416790518,48,0.14583333333333334,0.4166666666666667,0.7916666666666666,476.96582302174414
2021-09-14,273.4348055567064,316.8132994486406,48,0.625,1.0,1.0,186.48788195308938
2021-09-15,364.48086745695554,470.38567222510375,48,0.5625,0.7291666666666666,0.9791666666666666,259.9820706802754
2021-09-16,163.6147912246005,195.54477381637298,48,0.9166666666666666,1.0,1.0,137.17437683190818
2021-09-17,446.4747122529864,561.5159932541291,48,0.4791666666666667,0.7083333333333334,0.8958333333333334,312.56731667463464
2021-09-18,468.340774213991,657.198457030226,48,0.5208333333333334,0.6458333333333334,0.8125,364.02385034863545
2021-09-19,438.88866408321155,602.4245585195732,48,0.5625,0.7291666666666666,0.7708333333333334,329.03079453779634
2021-09-20,160.151862936836,206.24925127165068,48,0.8125,1.0,1.0,143.1358618471286
