origin,mae,rmse,n
2021-10-21,1020.5907442051952,1075.622750153363,48
2021-10-22,1063.455330667145,1147.6291045958976,48
2021-10-23,977.557228745373,1096.437139912581,48
2021-10-24,1212.2366242779567,1321.6954209819098,48
2021-10-25,1203.2777686118807,1291.0729665294964,48
2021-10-26,1226.1561816763078,1326.8102696092985,48
2021-10-27,1077.6804325426467,1190.7290536163864,48
2021-10-28,709.8983973179644,786.5910762788428,48
2021-10-29,619.7224691608652,694.6575236150946,48
2021-10-30,1108.8889086000975,1228.6715749816399,48
2021-10-31,1209.6299218545303,1353.97085809905,48
2021-11-01,993.630217073558,1039.4473029677633,48
2021-11-02,1046.9489026492624,1098.675424896472,48
2021-11-03,986.1915492657812,1045.1215984905828,48
2021-11-04,549.9856386604654,671.571361342186,48
2021-11-05,592.6953180082097,735.02146648205,48
2021-11-06,964.1281422822558,1063.792519982457,48
2021-11-07,564.9442816823927,654.5323503193983,48
2021-11-08,749.7605853806205,795.6308372911044,48
2021-11-09,884.7318674557337,948.9479246608123,48
2021-11-10,513.0568459433838,604.9420794640341,48
2021-11-11,500.17442429739714,577.845604102959,48
2021-11-12,585.283323368093,687.1319367910781,48
2021-11-13,724.7751752920667,810.548534410154,48
2021-11-14,939.5074332252437,1064.522009978824,48
2021-11-15,1056.004332817902,1155.4515563178147,48
2021-11-16,1126.6658136303995,1256.7802339672967,48
2021-11-17,947.0869095411017,1042.326481077885,48
2021-11-18,932.2852295880078,1016.4543092105175,48
2021-11-19,456.4583713461738,559.6083840017217,48
2021-11-20,451.3124618257141,590.8222861611484,48
2021-11-21,380.5192656783718,430.31894624946557,48
2021-11-22,676.3449384412806,721.3299952596673,48
2021-11-23,612.2622854601971,654.9057869327465,48
2021-11-24,317.5221579619452,381.2373506663261,48
2021-11-25,388.93649283037394,446.7695523413871,48
2021-11-26,469.42820752919573,539.4851938225796,48
2021-11-27,343.6389456906757,453.7581214993961,48
2021-11-28,517.0534925083156,590.7670981629444,48
2021-11-29,664.3775149677729,727.842926527103,48
2021-11-30,355.86074031989165,424.8902079645928,48
2021-12-01,276.11354791401385,340.12279369644835,48
2021-12-02,313.9212144456465,361.81054575289494,48
2021-12-03,445.8752161648647,530.7784331366192,48
2021-12-04,438.58136428254596,550.1223109467919,48
2021-12-05,404.8817272080981,517.8020744966963,48
2021-12-06,456.2571254038183,534.0039270193122,48
2021-12-07,517.3874097321137,577.1668471178252,48
2021-12-08,360.92931533531265,437.8072621653781,48
2021-12-09,443.9719418314218,504.6554745572412,48
2021-12-10,393.69938061529166,492.4224688654804,48
2021-12-11,564.6048857104364,668.8296745830236,48
2021-12-12,690.1604207335876,815.6687447089606,48
2021-12-13,633.8903142320704,718.4596305538646,48
2021-12-14,581.1113150666765,667.505328748625,48
2021-12-15,434.75439212377097,577.3007080411585,48
2021-12-16,296.9856614048983,362.9343546298639,48
2021-12-17,243.16455584163973,296.4764732018819,48
2021-12-18,1154.2486101295879,1488.454126178689,48
2021-12-19,918.0054100763656,1241.0873336255522,48
2021-12-20,803.9757479956888,1091.3670453133066,48
2021-12-21,906.8057736319543,1246.113992791167,48
2021-12-22,460.4327327031953,670.0386086497774,48
2021-12-23,411.87124708941957,583.6143541542558,48
2021-12-24,262.16109446268075,337.0996800214486,48
2021-12-25,335.32208654623776,471.2183212565527,48
2021-12-26,433.05832349708817,536.3888863290946,48
2021-12-27,1117.5829409345986,1166.031456371924,48
2021-12-28,1440.520794444411,1516.708492805708,48
2021-12-29,1082.1154855563539,1141.9806998177678,48
2021-12-30,920.5765384548022,1023.1409390372432,48
2021-12-31,598.548829980373,743.46824628636,48
2022-01-01,415.81746126881643,586.9266204049421,48
2022-01-02,637.0178927632232,737.4182354903282,48
2022-01-03,353.2721196882406,509.5828458222721,48
2022-01-04,316.68474717780936,397.94580719380576,48
2022-01-05,328.31468848024747,486.1405365862315,48
2022-01-06,373.29726306657386,523.8367791372654,48
2022-01-07,491.9931670235588,695.0354594534691,48
2022-01-08,638.2004226392663,791.0603412953978,48
2022-01-09,534.8502894926679,614.7812449431559,48
2022-01-10,963.5426935218061,1208.006162008631,48
2022-01-11,773.7466755372988,1106.9720169669315,48
2022-01-12,417.56669783773526,618.3620118145055,48
2022-01-13,305.9185964558648,403.8357468220516,48
2022-01-14,639.5053746591825,846.2371044070014,48
